,GFI,complexity,document,length_of_chunk,number_of_chunk
581,11.7925,3,osmosis/124009624w.txt,16,9
582,10.636,3,osmosis/124009624w.txt,16,10
583,10.2142,3,osmosis/124009624w.txt,16,11
584,9.8882,3,osmosis/124009624w.txt,16,12
585,13.0784,3,osmosis/124009624w.txt,14,1
586,15.9186,3,osmosis/124009624w.txt,14,2
587,13.8496,3,osmosis/124009624w.txt,14,3
588,12.619,3,osmosis/124009624w.txt,14,4
589,14.3432,3,osmosis/124009624w.txt,14,5
590,17.1001,3,osmosis/124009624w.txt,14,6
591,11.247,3,osmosis/124009624w.txt,14,7
592,11.3026,3,osmosis/124009624w.txt,14,8
593,13.1496,3,osmosis/124009624w.txt,14,9
594,12.0548,3,osmosis/124009624w.txt,14,10
595,8.6156,3,osmosis/124009624w.txt,14,11
596,12.6489,3,osmosis/124009624w.txt,14,12
597,9.1224,3,osmosis/124009624w.txt,14,13
598,9.5824,3,osmosis/124009624w.txt,14,14
599,13.8157,3,osmosis/124009624w.txt,12,1
600,14.2101,3,osmosis/124009624w.txt,12,2
601,15.0238,3,osmosis/124009624w.txt,12,3
602,13.1099,3,osmosis/124009624w.txt,12,4
603,12.6551,3,osmosis/124009624w.txt,12,5
604,15.2982,3,osmosis/124009624w.txt,12,6
605,17.4766,3,osmosis/124009624w.txt,12,7
606,11.2484,3,osmosis/124009624w.txt,12,8
607,10.8769,3,osmosis/124009624w.txt,12,9
608,13.3616,3,osmosis/124009624w.txt,12,10
609,11.986,3,osmosis/124009624w.txt,12,11
610,11.126,3,osmosis/124009624w.txt,12,12
611,8.9446,3,osmosis/124009624w.txt,12,13
612,13.3374,3,osmosis/124009624w.txt,12,14
613,9.7053,3,osmosis/124009624w.txt,12,15
614,9.1276,3,osmosis/124009624w.txt,12,16
615,11.6538,3,osmosis/124009624w.txt,12,17
616,14.5535,3,osmosis/124009624w.txt,10,1
617,13.0562,3,osmosis/124009624w.txt,10,2
618,15.4,3,osmosis/124009624w.txt,10,3
619,13.4121,3,osmosis/124009624w.txt,10,4
620,13.763,3,osmosis/124009624w.txt,10,5
621,12.9119,3,osmosis/124009624w.txt,10,6
622,15.4542,3,osmosis/124009624w.txt,10,7
623,18.8467,3,osmosis/124009624w.txt,10,8
624,11.2002,3,osmosis/124009624w.txt,10,9
625,11.1029,3,osmosis/124009624w.txt,10,10
