,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
1917,15.2,14.39,13.5,12.45,15.4,3,en117661421.txt,16.1991,50,17
1918,20.9,13.88,17.7,18.0,18.7,3,en117661421.txt,18.9146,50,18
1919,21.4,14.28,17.8,16.82,19.4,3,en117661421.txt,21.6708,50,19
1920,17.7,15.84,14.8,11.69,17.5,3,en117661421.txt,20.1444,50,20
1921,17.5,15.55,15.1,13.6,17.6,3,en117661421.txt,18.3187,50,21
1922,19.3,14.4,16.3,16.22,17.6,3,en117661421.txt,19.5797,50,22
1923,17.9,14.8,15.8,14.76,17.9,3,en117661421.txt,18.4519,40,1
1924,17.1,13.81,14.6,14.69,16.9,3,en117661421.txt,18.0235,40,2
1925,16.7,15.49,14.2,14.8,16.1,3,en117661421.txt,15.9529,40,3
1926,16.0,14.05,13.4,13.82,15.6,3,en117661421.txt,16.0969,40,4
1927,16.4,14.51,13.5,14.04,15.4,3,en117661421.txt,15.496,40,5
1928,15.7,14.21,13.0,12.98,15.2,3,en117661421.txt,13.5692,40,6
1929,13.9,12.47,11.6,12.31,14.5,3,en117661421.txt,14.1383,40,7
1930,13.8,13.52,11.9,12.14,14.3,3,en117661421.txt,14.6425,40,8
1931,13.1,11.95,11.2,11.68,13.5,3,en117661421.txt,13.8723,40,9
1932,14.6,12.48,12.2,13.4,14.6,3,en117661421.txt,14.3018,40,10
1933,15.5,12.19,13.2,14.57,15.4,3,en117661421.txt,15.5644,40,11
1934,13.7,13.34,11.8,13.81,15.1,3,en117661421.txt,13.0218,40,12
1935,15.8,14.16,13.3,13.19,15.5,3,en117661421.txt,16.0419,40,13
1936,19.2,14.63,17.0,16.98,17.7,3,en117661421.txt,17.0046,40,14
1937,15.8,14.39,14.1,13.73,15.9,3,en117661421.txt,15.903,40,15
1938,19.2,15.96,16.1,14.96,18.1,3,en117661421.txt,21.5484,40,16
1939,19.4,18.57,16.8,13.76,18.2,3,en117661421.txt,20.0871,40,17
1940,20.4,18.4,17.9,13.41,18.2,3,en117661421.txt,19.0668,40,18
1941,17.3,15.61,14.9,13.96,16.4,3,en117661421.txt,16.9064,40,19
1942,16.3,15.08,14.2,13.49,16.5,3,en117661421.txt,17.1115,40,20
1943,13.7,14.56,12.0,11.47,14.4,3,en117661421.txt,14.9278,40,21
1944,22.5,13.7,19.1,18.87,19.3,3,en117661421.txt,22.1985,40,22
1945,18.6,15.21,15.9,15.24,17.4,3,en117661421.txt,16.8296,40,23
1946,22.9,13.82,19.2,17.83,20.3,3,en117661421.txt,23.0679,40,24
1947,16.6,16.01,13.8,11.26,16.9,3,en117661421.txt,19.6433,40,25
1948,17.2,15.44,14.9,13.8,17.5,3,en117661421.txt,17.9358,40,26
1949,17.7,15.73,15.2,13.72,16.8,3,en117661421.txt,18.1673,40,27
1950,18.7,12.49,15.8,17.09,17.4,3,en117661421.txt,19.624,40,28
1951,18.7,14.57,15.4,15.78,18.3,3,en117661421.txt,19.1805,30,1
1952,15.2,13.69,13.1,12.94,16.4,3,en117661421.txt,16.7178,30,2
1953,19.1,14.92,16.9,16.98,17.4,3,en117661421.txt,18.8956,30,3
1954,15.8,15.72,13.3,14.13,15.6,3,en117661421.txt,15.2909,30,4
1955,16.6,14.34,13.6,14.13,15.9,3,en117661421.txt,16.6485,30,5
1956,15.6,13.23,12.6,14.17,15.5,3,en117661421.txt,15.4798,30,6
1957,15.4,15.2,12.0,12.95,14.3,3,en117661421.txt,13.9528,30,7
1958,16.5,14.51,13.7,13.47,15.7,3,en117661421.txt,14.1141,30,8
1959,14.6,12.71,12.1,13.05,14.6,3,en117661421.txt,14.1396,30,9
1960,11.8,12.82,10.6,11.14,13.8,3,en117661421.txt,14.1254,30,10
1961,15.0,12.94,13.1,13.1,14.7,3,en117661421.txt,15.3841,30,11
1962,13.1,12.07,11.2,11.34,13.1,3,en117661421.txt,13.4379,30,12
1963,16.0,12.83,13.1,14.59,15.6,3,en117661421.txt,15.2695,30,13
1964,13.1,11.2,11.7,13.5,13.8,3,en117661421.txt,14.76,30,14
1965,16.2,12.6,13.4,15.44,15.9,3,en117661421.txt,12.9576,30,15
1966,13.8,13.81,12.8,13.7,15.1,3,en117661421.txt,14.0874,30,16
1967,15.4,13.41,13.4,13.39,15.1,3,en117661421.txt,15.5982,30,17
1968,17.1,15.61,14.7,14.66,16.7,3,en117661421.txt,17.5303,30,18
1969,18.6,13.53,16.1,17.21,17.5,3,en117661421.txt,15.4995,30,19
1970,16.7,15.26,14.4,14.64,16.2,3,en117661421.txt,16.6601,30,20
1971,18.5,16.31,15.4,14.38,18.0,3,en117661421.txt,21.9851,30,21
1972,19.0,15.96,15.9,15.68,17.4,3,en117661421.txt,18.5985,30,22
1973,21.6,20.37,18.7,13.77,19.7,3,en117661421.txt,21.9572,30,23
1974,19.5,17.53,16.5,13.64,17.2,3,en117661421.txt,18.0089,30,24
1975,18.4,15.84,15.6,14.6,16.9,3,en117661421.txt,17.4147,30,25
1976,16.6,15.26,14.3,14.11,16.4,3,en117661421.txt,17.3473,30,26
1977,13.3,14.61,11.8,11.73,15.2,3,en117661421.txt,15.884,30,27
1978,14.5,14.5,13.0,12.51,14.6,3,en117661421.txt,14.9756,30,28
1979,24.3,13.54,20.8,20.52,19.9,3,en117661421.txt,23.6928,30,29
1980,17.8,15.03,15.5,15.89,17.2,3,en117661421.txt,15.5325,30,30
1981,22.4,14.17,18.6,18.42,19.3,3,en117661421.txt,21.8915,30,31
1982,21.0,14.63,18.3,16.01,19.8,3,en117661421.txt,21.9111,30,32
1983,17.1,16.24,14.0,12.25,17.0,3,en117661421.txt,19.9377,30,33
1984,17.3,15.5,14.9,13.31,17.4,3,en117661421.txt,19.1,30,34
1985,16.7,15.61,14.5,13.65,17.5,3,en117661421.txt,17.589,30,35
1986,17.4,15.61,15.0,14.21,16.4,3,en117661421.txt,17.5956,30,36
1987,20.3,12.66,16.9,18.35,18.0,3,en117661421.txt,21.0667,30,37
1988,13.5,13.0,12.1,11.46,15.4,3,en117661421.txt,14.9172,30,38
1989,18.2,14.8,16.0,15.46,18.3,3,en117661421.txt,18.6373,20,1
1990,17.7,14.8,14.4,15.32,17.5,3,en117661421.txt,18.2667,20,2
1991,15.1,13.29,13.5,13.58,16.3,3,en117661421.txt,16.9329,20,3
1992,18.9,14.57,15.9,17.1,17.5,3,en117661421.txt,19.153,20,4
1993,17.1,15.5,14.7,15.67,15.9,3,en117661421.txt,16.2677,20,5
1994,16.4,15.84,13.6,14.62,16.3,3,en117661421.txt,15.9255,20,6
1995,16.1,14.45,14.2,13.57,15.6,3,en117661421.txt,16.3956,20,7
1996,16.0,13.47,13.8,14.76,15.6,3,en117661421.txt,15.9333,20,8
1997,16.3,13.18,13.1,15.1,16.0,3,en117661421.txt,16.0136,20,9
1998,16.6,15.55,12.8,13.98,14.8,3,en117661421.txt,14.9629,20,10
1999,15.9,16.01,13.2,14.08,15.8,3,en117661421.txt,15.2454,20,11
2000,15.8,12.94,13.0,13.15,14.6,3,en117661421.txt,12.1712,20,12
2001,13.8,12.3,11.5,13.55,14.6,3,en117661421.txt,13.5173,20,13
2002,14.1,12.65,11.6,12.28,14.3,3,en117661421.txt,14.7623,20,14
2003,11.6,12.81,10.3,12.15,13.7,3,en117661421.txt,14.0281,20,15
2004,16.0,13.93,13.5,13.72,14.9,3,en117661421.txt,15.5003,20,16
2005,12.8,11.6,11.1,12.33,13.5,3,en117661421.txt,13.9669,20,17
2006,13.5,12.3,11.4,11.83,13.4,3,en117661421.txt,13.7786,20,18
2007,16.2,13.99,13.5,14.94,15.7,3,en117661421.txt,14.7723,20,19
2008,13.2,11.2,12.1,12.92,13.7,3,en117661421.txt,13.9778,20,20
2009,14.3,11.61,12.6,14.66,14.7,3,en117661421.txt,16.417,20,21
2010,16.5,12.94,13.4,15.43,16.0,3,en117661421.txt,14.8751,20,22
2011,7.3,6.73,7.2,10.15,11.0,3,en117661421.txt,6.935,20,23
2012,15.6,15.55,13.1,14.93,16.2,3,en117661421.txt,16.6706,20,24
2013,15.0,13.98,13.8,13.2,15.3,3,en117661421.txt,15.876,20,25
2014,16.6,14.05,14.0,13.86,15.7,3,en117661421.txt,16.249,20,26
2015,17.2,15.15,15.0,15.89,16.7,3,en117661421.txt,17.5356,20,27
2016,22.8,13.82,19.1,20.54,19.2,3,en117661421.txt,16.4736,20,28
2017,12.8,12.42,11.8,13.92,14.5,3,en117661421.txt,13.395,20,29
2018,18.1,16.08,15.0,15.24,17.1,3,en117661421.txt,18.0674,20,30
2019,17.7,15.96,15.0,14.73,17.7,3,en117661421.txt,22.529,20,31
2020,21.0,16.2,17.6,17.17,18.5,3,en117661421.txt,20.5602,20,32
2021,17.7,16.53,14.2,15.31,17.0,3,en117661421.txt,18.1351,20,33
2022,20.9,20.19,18.2,14.54,19.2,3,en117661421.txt,21.8881,20,34
2023,22.3,19.9,18.4,14.91,19.7,3,en117661421.txt,20.7919,20,35
2024,18.4,16.77,16.2,13.84,16.5,3,en117661421.txt,17.2683,20,36
2025,19.6,16.02,16.4,15.93,17.5,3,en117661421.txt,18.4769,20,37
2026,15.0,14.74,13.4,13.67,15.3,3,en117661421.txt,15.286,20,38
2027,17.8,15.9,15.0,15.03,16.9,3,en117661421.txt,18.2667,20,39
2028,14.7,14.39,13.3,13.11,16.0,3,en117661421.txt,15.9198,20,40
2029,14.1,15.94,12.0,11.21,15.0,3,en117661421.txt,17.6708,20,41
2030,13.8,13.58,11.8,12.66,13.8,3,en117661421.txt,13.8111,20,42
2031,24.6,13.36,21.2,20.81,20.1,3,en117661421.txt,24.3769,20,43
2032,20.6,14.57,18.2,18.01,18.6,3,en117661421.txt,20.0071,20,44
2033,16.8,14.45,15.0,15.46,16.5,3,en117661421.txt,14.0047,20,45
2034,19.7,15.67,16.5,16.07,18.0,3,en117661421.txt,19.3381,20,46
2035,25.5,13.71,21.7,21.09,21.3,3,en117661421.txt,25.5775,20,47
2036,20.2,14.4,17.9,15.48,19.2,3,en117661421.txt,20.8457,20,48
2037,18.6,17.24,15.8,13.45,18.2,3,en117661421.txt,22.0109,20,49
2038,14.4,14.79,12.9,11.73,15.4,3,en117661421.txt,16.9216,20,50
2039,18.6,15.5,15.9,15.26,17.8,3,en117661421.txt,19.4055,20,51
2040,15.7,15.08,13.8,13.9,17.2,3,en117661421.txt,16.4154,20,52
2041,18.6,16.25,15.6,14.73,17.5,3,en117661421.txt,19.213,20,53
2042,16.7,15.09,13.7,14.52,16.1,3,en117661421.txt,17.071,20,54
2043,22.7,13.07,19.8,20.49,19.1,3,en117661421.txt,23.0104,20,55
2044,14.3,11.26,13.0,14.2,15.4,3,en117661421.txt,16.1297,20,56
2045,13.7,14.09,11.3,9.89,15.3,3,en117661421.txt,15.5271,20,57
2046,18.6,14.22,16.7,15.73,18.5,3,en117661421.txt,19.7714,10,1
2047,17.9,15.61,15.3,17.45,18.1,3,en117661421.txt,17.5271,10,2
2048,19.7,14.46,16.4,17.88,18.4,3,en117661421.txt,20.3446,10,3
2049,15.8,15.61,13.3,14.43,16.5,3,en117661421.txt,16.6152,10,4
2050,19.1,13.24,16.9,17.65,18.5,3,en117661421.txt,20.2672,10,5
2051,11.5,13.16,10.0,11.31,13.8,3,en117661421.txt,13.8857,10,6
2052,17.9,15.26,15.6,16.77,17.2,3,en117661421.txt,18.5137,10,7
2053,20.1,13.82,17.3,18.63,17.7,3,en117661421.txt,19.9879,10,8
2054,19.4,15.32,16.6,17.8,17.2,3,en117661421.txt,18.3722,10,9
2055,14.9,15.43,12.8,14.53,14.4,3,en117661421.txt,14.096,10,10
2056,17.0,15.61,14.3,15.55,16.1,3,en117661421.txt,13.6925,10,11
2057,16.0,16.07,13.1,14.35,16.4,3,en117661421.txt,17.8631,10,12
2058,18.2,15.38,15.5,14.68,16.5,3,en117661421.txt,18.0,10,13
2059,13.6,13.46,11.6,13.38,14.6,3,en117661421.txt,14.8636,10,14
2060,17.6,13.7,14.7,16.0,16.4,3,en117661421.txt,17.3782,10,15
2061,14.3,12.94,11.6,13.79,14.7,3,en117661421.txt,14.3807,10,16
2062,16.7,14.97,13.7,15.54,16.8,3,en117661421.txt,18.2489,10,17
2063,16.0,11.32,12.8,15.51,14.9,3,en117661421.txt,13.6067,10,18
2064,16.7,14.97,13.6,13.12,14.1,3,en117661421.txt,15.3006,10,19
2065,16.8,16.59,13.2,16.01,15.4,3,en117661421.txt,14.7527,10,20
2066,12.3,13.62,10.3,12.52,13.0,3,en117661421.txt,11.9365,10,21
2067,18.1,17.29,15.3,15.86,17.5,3,en117661421.txt,17.9018,10,22
2068,17.4,12.83,14.2,14.06,14.8,3,en117661421.txt,12.1624,10,23
2069,14.6,12.76,11.9,13.57,14.4,3,en117661421.txt,12.2474,10,24
2070,13.1,12.36,10.9,13.44,14.4,3,en117661421.txt,12.6589,10,25
2071,14.4,12.54,13.2,14.29,14.9,3,en117661421.txt,14.4,10,26
2072,16.0,12.89,13.1,14.05,14.6,3,en117661421.txt,15.6,10,27
2073,12.2,12.41,10.1,11.1,14.1,3,en117661421.txt,14.3508,10,28
2074,10.1,11.7,9.7,11.03,12.3,3,en117661421.txt,11.9467,10,29
2075,13.0,13.74,12.1,13.87,14.8,3,en117661421.txt,15.8283,10,30
2076,18.5,14.8,14.8,15.49,15.3,3,en117661421.txt,16.0383,10,31
2077,13.6,12.59,12.3,13.82,14.4,3,en117661421.txt,14.9952,10,32
2078,13.0,11.55,12.4,13.83,14.6,3,en117661421.txt,15.1869,10,33
2079,12.5,11.6,9.8,11.96,12.3,3,en117661421.txt,12.7531,10,34
2080,10.2,9.97,8.9,9.29,10.6,3,en117661421.txt,10.8857,10,35
2081,16.6,14.16,12.8,14.29,15.9,3,en117661421.txt,16.2608,10,36
2082,19.3,16.48,15.1,18.43,18.2,3,en117661421.txt,16.0722,10,37
2083,13.8,12.07,10.8,12.69,13.5,3,en117661421.txt,14.1556,10,38
2084,16.1,11.2,14.4,15.59,15.4,3,en117661421.txt,16.691,10,39
2085,10.3,10.5,9.7,11.21,11.6,3,en117661421.txt,10.9914,10,40
2086,12.9,11.03,12.0,14.16,13.9,3,en117661421.txt,15.351,10,41
2087,15.5,12.19,13.2,15.49,15.4,3,en117661421.txt,17.4338,10,42
2088,16.0,9.93,12.8,15.92,13.9,3,en117661421.txt,12.4852,10,43
2089,16.6,16.65,14.5,15.11,16.7,3,en117661421.txt,17.9714,10,44
2090,9.8,9.05,9.9,13.07,13.0,3,en117661421.txt,9.0988,10,45
2091,4.5,4.57,4.7,7.72,8.8,3,en117661421.txt,5.6774,10,46
2092,13.6,13.4,12.7,14.36,15.2,3,en117661421.txt,15.109,10,47
2093,17.3,17.06,14.6,16.4,17.1,3,en117661421.txt,18.0827,10,48
2094,16.3,14.91,14.2,14.39,16.4,3,en117661421.txt,18.5808,10,49
2095,13.2,12.59,12.0,12.1,13.6,3,en117661421.txt,12.7003,10,50
2096,16.5,12.02,13.9,14.26,14.8,3,en117661421.txt,15.4388,10,51
2097,17.1,16.3,14.1,14.2,16.5,3,en117661421.txt,17.5273,10,52
2098,17.0,15.73,14.6,17.03,16.8,3,en117661421.txt,18.2443,10,53
2099,17.3,14.51,15.4,15.69,16.7,3,en117661421.txt,16.8038,10,54
2100,21.4,13.18,18.4,20.46,18.8,3,en117661421.txt,16.0533,10,55
2101,24.1,14.4,19.8,21.82,19.6,3,en117661421.txt,16.8894,10,56
2102,12.7,12.24,10.7,14.85,14.9,3,en117661421.txt,13.3916,10,57
2103,12.9,12.59,11.7,14.96,14.0,3,en117661421.txt,13.4572,10,58
2104,15.7,13.47,13.4,15.38,15.6,3,en117661421.txt,16.0123,10,59
2105,20.1,18.22,17.8,16.08,18.2,3,en117661421.txt,19.92,10,60
2106,17.3,15.79,14.9,14.77,17.2,3,en117661421.txt,22.4879,10,61
2107,18.2,16.19,16.4,16.47,18.3,3,en117661421.txt,22.6444,10,62
2108,20.3,17.18,17.4,16.89,18.8,3,en117661421.txt,20.8834,10,63
2109,22.0,15.21,17.8,18.97,18.1,3,en117661421.txt,20.5806,10,64
2110,18.2,16.83,14.6,16.68,17.2,3,en117661421.txt,18.9478,10,65
2111,17.1,16.53,15.0,16.45,16.7,3,en117661421.txt,17.3196,10,66
2112,18.5,20.01,16.1,13.64,17.6,3,en117661421.txt,20.1873,10,67
2113,23.5,20.26,20.3,16.89,20.7,3,en117661421.txt,23.7544,10,68
2114,23.2,20.77,19.8,16.74,20.8,3,en117661421.txt,22.1,10,69
2115,21.5,19.03,18.2,16.21,18.6,3,en117661421.txt,19.4488,10,70
2116,20.4,16.55,18.1,16.62,18.1,3,en117661421.txt,19.0022,10,71
2117,16.9,17.17,14.6,13.17,14.8,3,en117661421.txt,15.3884,10,72
2118,17.4,16.71,14.1,14.95,16.4,3,en117661421.txt,17.1585,10,73
2119,22.3,15.68,17.8,19.76,18.6,3,en117661421.txt,19.9232,10,74
2120,15.8,15.03,14.0,14.56,15.5,3,en117661421.txt,15.18,10,75
2121,14.2,14.45,12.9,13.68,15.1,3,en117661421.txt,15.4035,10,76
2122,18.9,17.64,15.9,15.83,17.1,3,en117661421.txt,18.5903,10,77
2123,16.7,14.22,14.1,16.2,16.8,3,en117661421.txt,17.9845,10,78
2124,12.7,13.98,10.6,12.52,14.6,3,en117661421.txt,14.1307,10,79
2125,16.5,14.8,14.7,15.5,17.2,3,en117661421.txt,17.7451,10,80
2126,12.4,14.92,12.3,11.7,13.5,3,en117661421.txt,21.0857,10,81
2127,16.3,16.59,14.0,13.45,16.3,3,en117661421.txt,17.6628,10,82
2128,14.0,14.16,11.7,13.17,14.1,3,en117661421.txt,14.7511,10,83
2129,13.5,13.0,12.0,13.12,13.5,3,en117661421.txt,12.8163,10,84
2130,22.7,14.17,18.9,19.48,19.1,3,en117661421.txt,22.1113,10,85
2131,26.7,12.55,22.2,23.69,21.0,3,en117661421.txt,26.6412,10,86
2132,23.6,13.65,20.0,21.12,19.6,3,en117661421.txt,22.281,10,87
2133,17.9,15.79,16.4,16.66,17.5,3,en117661421.txt,18.2667,10,88
2134,23.5,15.27,19.8,21.55,21.0,3,en117661421.txt,15.884,10,89
2135,12.9,13.22,11.2,12.56,13.2,3,en117661421.txt,11.8659,10,90
2136,19.9,15.61,17.8,16.81,18.0,3,en117661421.txt,19.1057,10,91
2137,19.4,15.79,16.2,16.6,17.9,3,en117661421.txt,19.6088,10,92
2138,29.2,12.67,24.1,25.4,21.7,3,en117661421.txt,27.9602,10,93
2139,22.3,14.98,19.2,19.09,20.8,3,en117661421.txt,23.9435,10,94
2140,17.3,13.47,15.9,15.27,18.1,3,en117661421.txt,19.2954,10,95
2141,22.8,14.86,19.5,17.39,20.1,3,en117661421.txt,22.5692,10,96
2142,18.9,16.31,15.5,15.44,18.0,3,en117661421.txt,21.3185,10,97
2143,18.5,17.93,16.3,13.99,18.3,3,en117661421.txt,22.7784,10,98
2144,13.6,14.09,11.4,12.21,14.0,3,en117661421.txt,14.9765,10,99
2145,15.1,15.14,14.3,12.99,16.6,3,en117661421.txt,18.8291,10,100
2146,20.7,16.26,17.4,17.33,18.8,3,en117661421.txt,21.3423,10,101
2147,16.3,14.92,13.4,14.21,16.8,3,en117661421.txt,17.3468,10,102
2148,12.9,14.03,10.8,11.91,14.8,3,en117661421.txt,14.1781,10,103
2149,18.7,15.9,15.8,17.59,19.5,3,en117661421.txt,18.4187,10,104
2150,18.7,16.02,15.8,15.78,17.9,3,en117661421.txt,19.793,10,105
2151,18.6,16.54,15.3,16.05,17.0,3,en117661421.txt,18.6163,10,106
2152,14.9,16.53,12.0,12.9,14.1,3,en117661421.txt,14.3576,10,107
2153,19.5,14.34,16.5,17.38,17.8,3,en117661421.txt,19.8525,10,108
2154,17.4,16.19,14.6,15.97,16.3,3,en117661421.txt,16.8456,10,109
2155,28.9,12.03,24.4,25.78,21.4,3,en117661421.txt,29.8079,10,110
2156,15.0,11.15,12.3,14.3,15.2,3,en117661421.txt,17.1976,10,111
2157,13.6,11.49,12.4,14.3,15.5,3,en117661421.txt,15.001,10,112
2158,14.0,14.32,11.3,10.66,15.1,3,en117661421.txt,15.1808,10,113
2159,13.4,13.86,12.4,10.99,15.6,3,en117661421.txt,15.9909,10,114
